AC O0016100 0.25
AC O0854300 0.61
AC O0858300 0.42
AC O1471300 0.69
AC O1473200 0.95
AC O1483600 0.15
AC O1539200 0.99
AC O4366500 0.84
AC O5491800 0.17
AC O6086900 0.53
AC O6088000 0.81
AC O6088800 0.77
AC O7020100 0.00
AC O7536500 0.98
AC O7560800 0.98
AC O7563600 0.00
AC O7563800 0.23
AC O8909300 0.72
AC O9594400 0.41
AC P0016900 0.71
AC P0017300 0.74
AC P0025700 0.69
AC P0111600 0.28
AC P0124100 0.88
AC P0134400 0.37
AC P0173200 0.51
AC P0260700 0.00
AC P0274100 0.92
AC P0409000 0.15
AC P0423300 0.25
AC P0497300 0.38
AC P0511200 0.85
AC P0563100 0.91
AC P0710800 0.00
AC P0811800 0.82
AC P0816600 0.97
AC P0894900 0.08
AC P0963100 0.28
AC P0991900 0.86
AC P1014500 0.73
AC P1041500 0.64
AC P1074700 0.63
AC P1077400 0.53
AC P1227200 0.27
AC P1262000 0.41
AC P1431500 0.00
AC P1467800 0.38
AC P1515700 0.88
AC P1592700 0.48
AC P1709600 0.24
AC P1851000 0.86
AC P1925600 0.46
AC P1965600 0.78
AC P2006500 0.54
AC P2034000 0.80
AC P2036600 0.28
AC P2158300 0.99
AC P2206100 0.00
AC P2274900 0.51
AC P2407100 0.74
AC P2466600 0.87
AC P2594200 0.44
AC P2693200 0.37
AC P2937200 0.73
AC P2949800 0.00
AC P3043800 0.80
AC P3044000 0.84
AC P3079300 0.78
AC P3331600 0.57
AC P3404700 0.77
AC P3470400 0.90
AC P3508000 0.94
AC P3784000 0.00
AC P4033700 0.75
AC P4277100 0.99
AC P4537900 0.35
AC P4802300 0.00
AC P4806100 0.75
AC P4976300 0.60
AC P4977100 0.57
AC P5022400 0.00
AC P5356300 0.84
AC P5381200 0.00
AC P5481900 0.00
AC P5507500 0.67
AC P5521200 0.48
AC P5577300 0.64
AC P5595700 0.18
AC P6017400 0.00
AC P6087900 0.33
AC P6088000 0.32
AC P6088100 0.42
AC P6095300 0.95
AC P6108600 0.00
AC P6124400 0.94
AC P6132800 0.58
AC P6282000 0.84
AC P6284900 0.00
AC P6299300 0.56
AC P6299500 0.31
AC P6300000 0.99
AC P6304300 0.75
AC P6320800 0.98
AC P6810600 0.00
AC P7855600 0.73
AC P9816200 0.30
AC Q0301300 0.00
AC Q0773100 0.64
AC Q0781700 0.91
AC Q0795500 0.40
AC Q0802400 0.75
AC Q1324100 0.72
AC Q1326100 0.25
AC Q1491900 0.41
AC Q1659500 0.59
AC Q1662900 0.38
AC Q1663700 0.30
AC Q1685400 0.87
AC Q2741500 0.71
AC Q6063100 0.28
AC Q6262500 0.84
AC Q6437300 0.84
AC Q6ID7000 0.00
AC Q6P58700 0.00
AC Q6PDM200 0.40
AC Q6UWP200 0.98
AC Q86SZ200 0.99
AC Q8BGS200 0.00
AC Q8C0D700 0.33
AC Q8INK600 0.90
AC Q8N2K100 0.71
AC Q8R03500 0.50
AC Q8R42600 0.80
AC Q8VIN100 0.98
AC Q8WV9900 0.21
AC Q91ZF000 0.44
AC Q9306200 0.49
AC Q96B0200 0.77
AC Q96CA500 0.43
AC Q96CD200 0.00
AC Q96DC900 0.99
AC Q96IU400 0.00
AC Q96RJ300 0.47
AC Q96T6600 0.00
AC Q9971400 0.00
AC Q9993300 0.41
AC Q9996700 0.19
AC Q9ASY900 0.97
AC Q9BQ5000 0.84
AC Q9BR0100 0.00
AC Q9BUP300 0.00
AC Q9BUT100 0.00
AC Q9BZX200 0.96
AC Q9D02000 0.97
AC Q9H0Z900 0.48
AC Q9H1R200 0.48
AC Q9H2H800 0.00
AC Q9H8S900 0.86
AC Q9HB7100 0.52
AC Q9JHG600 0.42
AC Q9JJW600 0.71
AC Q9JMG700 0.42
AC Q9NP6400 0.45
AC Q9NP9700 0.00
AC Q9NP9900 0.51
AC Q9NR2800 0.77
AC Q9NS1800 0.74
AC Q9NZI200 0.95
AC Q9QZ8800 0.00
AC Q9R0M500 0.00
AC Q9SXZ200 0.94
AC Q9UBQ000 0.00
AC Q9UBU300 0.00
AC Q9UHF000 0.08
AC Q9UKB300 0.52
AC Q9ULZ300 0.47
AC Q9UMY400 0.79
AC Q9UN1900 0.45
AC Q9UPY800 0.53
AC Q9V42900 0.88
AC Q9WUK200 0.40
AC Q9Y22100 0.97
AC Q9Y5S900 0.63
AC Q9Z2G900 0.98
